Country Name,Country Code,Series Name,Series Code,Quarter,Value,Year,Source,Indicator Category,Region,Value_Transformed,Year_Quarter
Romania,ROU,Secure Internet servers,IT.NET.SECR,0,511496.0,2023,WDI,Statistical Indicators,Europe,2.089750665639587,2023_0
Rwanda,RWA,Secure Internet servers,IT.NET.SECR,0,1802.0,2023,WDI,Statistical Indicators,Sub-Saharan Africa,1.5109188729845122,2023_0
Senegal,SEN,Secure Internet servers,IT.NET.SECR,0,835.0,2023,WDI,Statistical Indicators,Sub-Saharan Africa,1.3732254122235126,2023_0
Slovak Republic,SVK,Secure Internet servers,IT.NET.SECR,0,216592.0,2023,WDI,Statistical Indicators,Europe,2.036156284490077,2023_0
Slovenia,SVN,Secure Internet servers,IT.NET.SECR,0,135664.0,2023,WDI,Statistical Indicators,Europe,2.0031187068322573,2023_0
South Africa,ZAF,Secure Internet servers,IT.NET.SECR,0,934721.0,2023,WDI,Statistical Indicators,Sub-Saharan Africa,2.122496727264962,2023_0
Spain,ESP,Secure Internet servers,IT.NET.SECR,0,1389353.0,2023,WDI,Statistical Indicators,Europe,2.142083983310968,2023_0
Sri Lanka,LKA,Secure Internet servers,IT.NET.SECR,0,10630.0,2023,WDI,Statistical Indicators,South Asia,1.7620366385021768,2023_0
Sweden,SWE,Secure Internet servers,IT.NET.SECR,0,558403.0,2023,WDI,Statistical Indicators,Europe,2.094750505250105,2023_0
Switzerland,CHE,Secure Internet servers,IT.NET.SECR,0,1454404.0,2023,WDI,Statistical Indicators,Europe,2.1442526002194966,2023_0
Tajikistan,TJK,Secure Internet servers,IT.NET.SECR,0,1286.0,2023,WDI,Statistical Indicators,Central Asia,1.4529656174000667,2023_0
Thailand,THA,Secure Internet servers,IT.NET.SECR,0,215289.0,2023,WDI,Statistical Indicators,East Asia & Pacific,2.0357484372592447,2023_0
Turkiye,TUR,Secure Internet servers,IT.NET.SECR,0,843190.0,2023,WDI,Statistical Indicators,Europe,2.1171596117425078,2023_0
Uganda,UGA,Secure Internet servers,IT.NET.SECR,0,2512.0,2023,WDI,Statistical Indicators,Sub-Saharan Africa,1.5645066977385895,2023_0
United Kingdom,GBR,Secure Internet servers,IT.NET.SECR,0,3243401.0,2023,WDI,Statistical Indicators,Europe,2.1793792101465788,2023_0
Albania,ALB,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Argentina,ARG,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
Armenia,ARM,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Australia,AUS,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.7896503316637488,2021_0
Austria,AUT,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Bangladesh,BGD,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,South Asia,-1.23382282490426,2021_0
Belgium,BEL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Bosnia and Herzegovina,BIH,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Brazil,BRA,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Bulgaria,BGR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Canada,CAN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,North America,-0.7896503316637488,2021_0
Colombia,COL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
Costa Rica,CRI,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
Cote d'Ivoire,CIV,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
Croatia,HRV,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Cyprus,CYP,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Czechia,CZE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Denmark,DNK,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Dominican Republic,DOM,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
El Salvador,SLV,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Estonia,EST,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Fiji,FJI,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Finland,FIN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
France,FRA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Georgia,GEO,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Germany,DEU,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Greece,GRC,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Guatemala,GTM,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Honduras,HND,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Hungary,HUN,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Europe,-1.23382282490426,2021_0
Iceland,ISL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Indonesia,IDN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Ireland,IRL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Italy,ITA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Japan,JPN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Kazakhstan,KAZ,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Central Asia,-1.23382282490426,2021_0
Kenya,KEN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
"Korea, Rep.",KOR,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Kosovo,XKX,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Kyrgyz Republic,KGZ,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Central Asia,-0.9669866092595274,2021_0
Latvia,LVA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Lithuania,LTU,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Luxembourg,LUX,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Malta,MLT,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Mauritius,MUS,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
Mexico,MEX,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,North America,-0.9669866092595274,2021_0
Moldova,MDA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Nepal,NPL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2021_0
Netherlands,NLD,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Nicaragua,NIC,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
North Macedonia,MKD,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Norway,NOR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Pakistan,PAK,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2021_0
Paraguay,PRY,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
Peru,PER,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Philippines,PHL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Poland,POL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Portugal,PRT,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Romania,ROU,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Europe,-0.9669866092595274,2021_0
Rwanda,RWA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
Senegal,SEN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
Slovak Republic,SVK,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Slovenia,SVN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
South Africa,ZAF,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.7896503316637488,2021_0
Spain,ESP,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Sri Lanka,LKA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2021_0
St. Lucia,LCA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2021_0
Sweden,SWE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Switzerland,CHE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Tajikistan,TJK,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Central Asia,-1.23382282490426,2021_0
Thailand,THA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2021_0
Turkiye,TUR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
Uganda,UGA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2021,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2021_0
United Kingdom,GBR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,Europe,-0.7896503316637488,2021_0
United States,USA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2021,SPI,Statistical Indicators,North America,-0.7896503316637488,2021_0
Uruguay,URY,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2021,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2021_0
Albania,ALB,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Argentina,ARG,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
Armenia,ARM,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Australia,AUS,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.7896503316637488,2022_0
Austria,AUT,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Bangladesh,BGD,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,South Asia,-1.23382282490426,2022_0
Belgium,BEL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Bosnia and Herzegovina,BIH,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Brazil,BRA,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Bulgaria,BGR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Canada,CAN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,North America,-0.7896503316637488,2022_0
Colombia,COL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
Costa Rica,CRI,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
Cote d'Ivoire,CIV,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
Croatia,HRV,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Cyprus,CYP,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Czechia,CZE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Denmark,DNK,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Dominican Republic,DOM,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
El Salvador,SLV,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Estonia,EST,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Fiji,FJI,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Finland,FIN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
France,FRA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Georgia,GEO,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Germany,DEU,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Greece,GRC,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Guatemala,GTM,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Honduras,HND,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Hungary,HUN,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Europe,-1.23382282490426,2022_0
Iceland,ISL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Indonesia,IDN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Ireland,IRL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Italy,ITA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Japan,JPN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Kazakhstan,KAZ,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Central Asia,-1.23382282490426,2022_0
Kenya,KEN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
"Korea, Rep.",KOR,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Kosovo,XKX,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Kyrgyz Republic,KGZ,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Central Asia,-0.9669866092595274,2022_0
Latvia,LVA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Lithuania,LTU,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Luxembourg,LUX,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Malta,MLT,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Mauritius,MUS,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
Mexico,MEX,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,North America,-0.9669866092595274,2022_0
Moldova,MDA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Nepal,NPL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2022_0
Netherlands,NLD,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Nicaragua,NIC,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
North Macedonia,MKD,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Norway,NOR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Pakistan,PAK,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2022_0
Paraguay,PRY,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
Peru,PER,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Philippines,PHL,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Poland,POL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Portugal,PRT,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Romania,ROU,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Europe,-0.9669866092595274,2022_0
Rwanda,RWA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
Senegal,SEN,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
Slovak Republic,SVK,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Slovenia,SVN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
South Africa,ZAF,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.7896503316637488,2022_0
Spain,ESP,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Sri Lanka,LKA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,South Asia,-0.9669866092595274,2022_0
St. Lucia,LCA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2022_0
Sweden,SWE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Switzerland,CHE,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Tajikistan,TJK,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Central Asia,-1.23382282490426,2022_0
Thailand,THA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,East Asia & Pacific,-0.9669866092595274,2022_0
Turkiye,TUR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
Uganda,UGA,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2022,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2022_0
United Kingdom,GBR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,Europe,-0.7896503316637488,2022_0
United States,USA,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2022,SPI,Statistical Indicators,North America,-0.7896503316637488,2022_0
Uruguay,URY,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2022,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2022_0
Albania,ALB,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Europe,-0.9669866092595274,2023_0
Argentina,ARG,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2023_0
Armenia,ARM,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Europe,-0.7896503316637488,2023_0
Australia,AUS,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,East Asia & Pacific,-0.7896503316637488,2023_0
Austria,AUT,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Europe,-0.7896503316637488,2023_0
Bangladesh,BGD,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,South Asia,-0.7896503316637488,2023_0
Belgium,BEL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Europe,-0.7896503316637488,2023_0
Bosnia and Herzegovina,BIH,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2023,SPI,Statistical Indicators,Europe,-1.23382282490426,2023_0
Brazil,BRA,CPI base year,SPI.D5.2.4.CPIBY,0,0.0,2023,SPI,Statistical Indicators,Latin America & Caribbean,-1.23382282490426,2023_0
Bulgaria,BGR,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Europe,-0.7896503316637488,2023_0
Canada,CAN,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,North America,-0.7896503316637488,2023_0
Colombia,COL,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Latin America & Caribbean,-0.7896503316637488,2023_0
Costa Rica,CRI,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Latin America & Caribbean,-0.9669866092595274,2023_0
Cote d'Ivoire,CIV,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Sub-Saharan Africa,-0.9669866092595274,2023_0
Croatia,HRV,CPI base year,SPI.D5.2.4.CPIBY,0,1.0,2023,SPI,Statistical Indicators,Europe,-0.7896503316637488,2023_0
Cyprus,CYP,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Europe,-0.9669866092595274,2023_0
Czechia,CZE,CPI base year,SPI.D5.2.4.CPIBY,0,0.5,2023,SPI,Statistical Indicators,Europe,-0.9669866092595274,2023_0
